id_lancamento,data_lancamento,id_centro_custo,id_categoria,id_fornecedor,id_campanha_marketing,valor_lancamento,status_pagamento
58,2023-01-04,8,138,2,,1151.55,Pago
59,2023-01-04,3,113,8,,713.89,PAGO
60,2023-01-04,5,124,13,,882.05,PAGO
61,2023-01-04,7,133,4,,328.71,PAGO
62,2023-01-04,9,141,3,,3462.13,PAGO
63,2023-01-05,5,125,19,,36339.41,Pago
64,2023-01-05,4,116,12,,3438.53,Pago
65,2023-01-05,2,108,20,,20205.07,Paga
66,2023-01-05,2,108,13,,19718.67,Paga
67,2023-01-05,7,131,8,,6476.87,PAGO
68,2023-01-05,3,114,10,,7475.78,PAGO
69,2023-01-05,3,113,12,,845.02,PAGO
70,2023-01-05,1,105,4,,4124.3,Pago
71,2023-01-05,1,101,18,,1359.08,Paga
72,2023-01-05,9,141,12,,2957.04,PAGO
73,2023-01-05,4,119,5,,5528.14,PAGO
74,2023-01-05,3,112,7,,5259.85,Paga
75,2023-01-05,2,107,2,,8545.27,PAGO
76,2023-01-05,9,144,10,,769.04,Pago
77,2023-01-05,2,108,19,,4709.55,PAGO
78,2023-01-05,8,138,8,,2428.55,PAGO
79,2023-01-05,2,108,11,,16439.1,Pago
80,2023-01-05,8,139,10,,991.02,PAGO
81,2023-01-05,10,147,11,,7872.74,Paga
82,2023-01-05,7,132,8,,813.05,Pago
83,2023-01-05,7,133,11,,1728.19,Pago
84,2023-01-05,8,139,16,,1201.64,Paga
85,2023-01-05,9,141,3,,2763.66,PAGO
86,2023-01-05,5,122,9,,2539.11,Pago
87,2023-01-05,2,106,1,,1638.16,PAGO
88,2023-01-05,10,150,7,,4943.64,PAGO
89,2023-01-06,9,143,16,,2267.37,PAGO
90,2023-01-06,3,113,10,,531.75,PAGO
91,2023-01-06,3,114,13,,5258.42,Pago
92,2023-01-06,6,130,20,,416.95,Pago
93,2023-01-06,3,115,6,,113.17,Pago
94,2023-01-06,10,150,16,,7105.01,Pago
95,2023-01-06,6,126,8,,84.4,Paga
96,2023-01-06,2,108,7,,10812.29,Pago
97,2023-01-06,9,143,2,,1847.85,Paga
98,2023-01-06,1,103,9,,2154.84,PAGO
99,2023-01-06,5,125,13,,33165.25,Pago
100,2023-01-06,7,133,17,,1299.05,Pago
101,2023-01-06,5,124,17,,1759.01,Pago
102,2023-01-06,7,133,16,,1689.3,Paga
103,2023-01-06,8,140,15,,311.22,Pago
104,2023-01-06,3,112,9,,3463.6,PAGO
105,2023-01-07,3,112,4,,4466.97,PAGO
106,2023-01-07,4,119,4,,5055.86,PAGO
107,2023-01-07,8,139,6,,1262.24,PAGO
108,2023-01-07,7,131,19,,4058.54,Pago
109,2023-01-08,6,127,5,,5777.04,Pago
110,2023-01-08,10,147,6,,3031.16,Paga
111,2023-01-08,9,144,1,,739.58,PAGO
112,2023-01-08,5,121,16,,1011.53,PAGO
113,2023-01-09,4,119,6,,4004.19,PAGO
114,2023-01-09,10,150,11,,3748.43,PAGO
115,2023-01-09,8,140,13,,1304.01,Pago
116,2023-01-09,7,132,17,,1093.14,Pago
117,2023-01-09,9,144,4,,887.23,PAGO
118,2023-01-09,3,114,2,,8262.06,PAGO
119,2023-01-09,9,145,16,,1803.81,Pago
120,2023-01-09,3,115,14,,292.68,Pago
121,2023-01-09,9,144,17,,590.75,Pago
122,2023-01-09,7,132,13,,3333.74,Paga
123,2023-01-09,6,130,19,,1687.39,PAGO
124,2023-01-09,2,109,8,,1295.37,Paga
125,2023-01-09,2,108,14,,15961.58,PAGO
126,2023-01-09,5,122,1,,413.13,PAGO
127,2023-01-09,10,150,13,,2501.54,Pago
128,2023-01-09,4,118,5,,1903.88,Pago
129,2023-01-09,7,135,14,,3402.25,PAGO
130,2023-01-09,10,148,13,,13790.09,PAGO
131,2023-01-10,1,102,14,,11019.89,Pago
132,2023-01-10,8,137,16,,3351.06,PAGO
133,2023-01-10,5,123,13,,2937.31,PAGO
134,2023-01-10,3,111,6,,6133.83,Paga
135,2023-01-10,2,107,18,,6837.61,Paga
136,2023-01-10,10,146,1,,8214.76,PAGO
137,2023-01-10,2,107,14,,6452.52,PAGO
138,2023-01-10,2,106,3,,694.64,Paga
139,2023-01-10,10,146,20,,19489.89,Paga
140,2023-01-10,9,143,2,,2721.34,PAGO
141,2023-01-10,3,114,17,,4792.29,Pago
142,2023-01-10,5,122,17,,480.66,PAGO
143,2023-01-10,9,142,2,,6037.97,PAGO
144,2023-01-10,6,127,3,,5965.06,Pago
145,2023-01-10,5,124,13,,829.69,Paga
146,2023-01-10,10,147,3,,7418.56,PAGO
147,2023-01-10,2,110,19,,854.34,PAGO
148,2023-01-10,6,128,8,,17632.88,Paga
149,2023-01-10,10,147,19,,6820.21,Paga
150,2023-01-10,1,103,4,,2262.55,PAGO
151,2023-01-10,9,141,4,,3254.75,Paga
152,2023-01-10,9,143,9,,3165.51,PAGO
153,2023-01-10,8,139,11,,1413.7,Pago
154,2023-01-10,8,139,16,,2013.74,Pago
155,2023-01-10,2,108,8,,4019.97,PAGO
156,2023-01-11,6,129,18,,8710.4,PAGO
157,2023-01-11,1,103,13,,2372.39,Pago
158,2023-01-11,6,126,16,,198.55,Pago
159,2023-01-11,999,128,9,,10185.66,PAGO
160,2023-01-11,3,112,8,,8737.49,Pago
161,2023-01-11,4,118,8,,1358.3,Pago
162,2023-01-11,10,148,4,,6495.93,Pago
163,2023-01-11,2,109,2,,3071.16,PAGO
164,2023-01-11,8,138,19,,3482.67,Paga
165,2023-01-11,5,124,9,,574.31,PAGO
166,2023-01-11,7,132,2,,2825.46,Pago
167,2023-01-11,9,144,2,,660.91,PAGO
168,2023-01-11,9,143,6,,1863.04,PAGO
169,2023-01-11,8,136,11,,2624.91,Paga
170,2023-01-11,1,101,19,,1511.15,Paga
171,2023-01-11,2,108,6,,10636.05,Paga
172,2023-01-11,9,143,20,,1440.28,Paga
173,2023-01-11,6,128,7,,9839.14,Paga
174,2023-01-11,7,133,9,,920.63,Paga
175,2023-01-12,1,103,19,,2676.09,Pago
176,2023-01-12,7,132,8,,2354.91,Pago
177,2023-01-12,5,122,7,,1732.82,Paga
178,2023-01-12,3,112,6,,8412.34,Pago
179,2023-01-12,7,134,17,,682.39,PAGO
180,2023-01-12,9,143,9,,2920.4,Paga
181,2023-01-12,9,145,6,,676.33,Pago
182,2023-01-12,1,102,4,,11255.27,Paga
183,2023-01-12,8,138,18,,2039.08,Paga
184,2023-01-12,9,143,4,,1729.18,Paga
185,2023-01-12,6,130,18,,718.33,PAGO
186,2023-01-12,3,113,17,,490.62,PAGO
187,2023-01-12,8,139,20,,2001.34,Paga
188,2023-01-12,5,124,6,,1247.57,Pago
189,2023-01-12,6,129,13,,6603.28,PAGO
190,2023-01-12,2,106,11,,543.0,Pago
191,2023-01-12,6,128,13,,-15104.33,PAGO
192,2023-01-12,5,124,19,,1471.46,Paga
193,2023-01-12,9,144,1,,619.09,Pago
194,2023-01-13,4,118,3,,3339.18,PAGO
195,2023-01-13,4,117,3,,4080.8,Pago
196,2023-01-13,8,140,17,,391.5,Paga
197,2023-01-13,2,106,3,,693.68,Pago
198,2023-01-13,7,133,10,,689.91,PAGO
199,2023-01-13,8,137,1,,2156.39,Pago
200,2023-01-13,1,103,16,,3290.55,Paga
201,2023-01-13,8,140,15,,1889.26,PAGO
202,2023-01-13,3,115,15,,129.67,PAGO
203,2023-01-13,10,149,18,,-19516.12,PAGO
204,2023-01-13,5,123,3,,2582.11,Pago
205,2023-01-13,8,138,5,,2463.13,Paga
206,2023-01-13,5,121,12,,600.18,Pago
207,2023-01-13,5,124,16,,1102.65,PAGO
208,2023-01-13,8,138,10,,1036.53,Paga
209,2023-01-13,10,147,12,,10069.29,PAGO
210,2023-01-13,4,119,13,,5410.81,Paga
211,2023-01-13,4,117,13,,6147.1,PAGO
212,2023-01-14,4,118,8,,1013.87,PAGO
213,2023-01-14,9,145,9,,1892.12,PAGO
214,2023-01-14,5,125,7,,37132.13,Paga
215,2023-01-14,2,107,15,,2934.55,Pago
216,2023-01-14,10,149,16,,13986.95,PAGO
217,2023-01-14,4,118,18,,852.37,Pago
218,2023-01-15,9,141,4,,2533.2,Pago
219,2023-01-15,9,142,5,,5205.29,Pago
220,2023-01-15,8,136,1,,1275.15,Pago
221,2023-01-15,8,137,16,,3209.56,Paga
222,2023-01-15,6,129,11,,7030.08,Pago
223,2023-01-15,2,107,3,,2088.4,Paga
224,2023-01-15,9,144,13,,468.04,Paga
225,2023-01-15,1,101,8,,1961.9,PAGO
226,2023-01-15,7,134,7,,919.04,Pago
227,2023-01-15,8,136,16,,2111.3,Pago
228,2023-01-16,5,123,2,,1386.86,PAGO
229,2023-01-16,9,145,10,,795.43,Paga
230,2023-01-16,4,118,7,,3196.3,PAGO
231,2023-01-16,2,107,1,,8145.54,Paga
232,2023-01-16,3,113,8,,743.17,Paga
233,2023-01-16,1,101,16,,1371.62,PAGO
234,2023-01-16,10,147,8,,6028.29,Pago
235,2023-01-16,3,114,11,,2185.51,PAGO
236,2023-01-16,1,101,18,,1033.28,Pago
237,2023-01-16,2,107,18,,6622.35,Paga
238,2023-01-16,6,129,13,,7265.73,Pago
239,2023-01-16,6,127,16,,4752.09,Pago
240,2023-01-16,8,140,16,,801.01,PAGO
241,2023-01-16,4,120,11,,1746.51,Paga
242,2023-01-16,8,138,18,,4470.65,PAGO
243,2023-01-16,3,111,10,,4530.42,Paga
244,2023-01-16,5,125,17,,30506.69,Pago
245,2023-01-16,7,132,12,,3183.92,PAGO
246,2023-01-16,10,147,18,,5546.59,Pago
247,2023-01-16,7,132,18,,2214.99,Paga
248,2023-01-16,3,115,11,,177.41,Paga
249,2023-01-16,2,106,2,,1084.8,Pago
250,2023-01-17,3,111,7,,2095.38,Paga
251,2023-01-17,2,106,16,,1156.52,Paga
252,2023-01-17,9,145,2,,1722.1,Paga
253,2023-01-17,6,127,1,,5817.86,Pago
254,2023-01-17,4,119,15,,5642.02,Pago
255,2023-01-17,1,103,12,,2837.03,Paga
256,2023-01-17,1,105,3,,2297.45,Pago
257,2023-01-17,5,121,4,,2394.75,PAGO
258,2023-01-17,2,107,7,,7082.44,Pago
259,2023-01-17,9,142,18,,5925.07,Pago
260,2023-01-17,9,144,19,,834.97,PAGO
261,2023-01-17,6,129,4,,7066.58,Paga
262,2023-01-17,3,112,11,,9374.57,PAGO
263,2023-01-17,3,115,12,,499.3,Paga
264,2023-01-17,6,130,12,,1986.34,Paga
265,2023-01-17,7,134,20,,2134.93,Paga
266,2023-01-17,4,120,18,,3182.5,Paga
267,2023-01-17,5,123,13,,4358.11,Paga
268,2023-01-18,1,103,5,,2893.64,PAGO
269,2023-01-18,5,121,7,,1170.63,Pago
270,2023-01-18,6,126,9,,272.32,PAGO
271,2023-01-18,9,145,5,,1490.12,PAGO
272,2023-01-18,2,106,5,,990.55,Pago
273,2023-01-18,5,123,8,,4091.61,Pago
274,2023-01-18,5,123,19,,1140.05,Paga
275,2023-01-18,4,116,6,,2977.25,Paga
276,2023-01-18,8,140,20,,1693.18,Pago
277,2023-01-18,5,121,13,,1988.5,PAGO
278,2023-01-18,2,106,12,,1682.81,Paga
279,2023-01-18,7,134,8,,2353.52,Pago
280,2023-01-18,10,146,13,,17677.74,PAGO
281,2023-01-18,1,103,18,,2786.58,Paga
282,2023-01-18,10,147,8,,5604.9,PAGO
283,2023-01-18,3,111,15,,5584.9,Paga
284,2023-01-19,2,107,5,,6035.32,Paga
285,2023-01-19,3,113,2,,190.8,PAGO
286,2023-01-19,9,144,17,,520.66,Paga
287,2023-01-19,7,132,18,,2857.49,Paga
288,2023-01-19,4,119,7,,2976.59,PAGO
289,2023-01-19,9,145,8,,2195.33,PAGO
290,2023-01-19,4,116,11,,1285.15,Paga
291,2023-01-19,10,146,14,,7250.6,Paga
292,,6,128,20,,9904.9,Paga
293,2023-01-19,1,103,20,,2253.88,Paga
294,2023-01-19,8,140,8,,547.89,Pago
295,2023-01-19,4,118,3,,1221.18,PAGO
296,2023-01-19,2,106,5,,664.57,PAGO
297,2023-01-19,5,121,10,,1252.22,Pago
298,2023-01-19,8,139,18,,440.95,Pago
299,2023-01-19,4,117,18,,5051.76,Paga
300,2023-01-19,8,140,1,,1540.87,Pago
301,2023-01-19,7,135,2,,8295.3,PAGO
302,2023-01-19,5,122,20,,544.26,Pago
303,2023-01-19,5,121,3,,1483.43,Pago
304,2023-01-19,7,133,12,,1427.07,PAGO
305,2023-01-19,2,106,13,,738.74,PAGO
306,2023-01-19,4,119,4,,3542.7,PAGO
307,2023-01-19,6,129,3,,8134.02,PAGO
308,2023-01-20,4,120,1,,4867.17,PAGO
309,2023-01-20,1,102,11,,11689.08,Paga
310,2023-01-20,8,139,12,,1739.9,Pago
311,2023-01-20,6,128,17,,14252.31,Pago
312,2023-01-20,5,121,1,,1789.01,Paga
313,2023-01-20,9,143,13,,1409.07,Paga
314,2023-01-20,3,111,20,,6001.18,PAGO
315,2023-01-20,4,119,14,,2201.8,Pago
316,2023-01-20,5,125,5,,29939.27,PAGO
317,2023-01-20,4,117,7,,5276.7,PAGO
318,2023-01-20,3,113,5,,857.39,PAGO
319,2023-01-20,7,132,6,,2571.83,PAGO
320,2023-01-20,6,126,4,,199.5,PAGO
321,2023-01-20,3,113,1,,1023.47,Pago
322,2023-01-20,6,129,15,,8747.78,Paga
323,2023-01-20,5,122,5,,2269.86,Pago
324,2023-01-20,3,111,20,,6242.11,PAGO
325,2023-01-20,5,125,20,,33505.65,Pago
326,2023-01-21,4,116,16,,1629.27,PAGO
327,2023-01-21,3,115,12,,430.76,Paga
328,2023-01-21,3,114,6,,5185.84,Pago
329,2023-01-21,4,117,9,,1709.49,Pago
330,2023-01-22,4,117,6,,6425.55,Pago
331,2023-01-22,8,140,15,,1132.9,Paga
332,2023-01-22,4,119,20,,3024.33,Pago
333,2023-01-22,7,133,19,,970.06,PAGO
334,2023-01-22,10,150,2,,5964.46,PAGO
335,2023-01-22,9,141,8,,3177.41,Pago
336,2023-01-23,9,144,18,,989.49,Pago
337,2023-01-23,7,135,7,,7238.7,Pago
338,2023-01-23,5,124,10,,897.06,Paga
339,2023-01-23,8,137,2,,3612.31,PAGO
340,2023-01-23,9,142,15,,5658.95,PAGO
341,2023-01-23,2,110,18,,460.29,PAGO
342,2023-01-23,3,114,1,,4601.69,Paga
343,2023-01-23,3,114,7,,5927.37,PAGO
344,2023-01-23,8,136,6,,1325.24,PAGO
345,2023-01-23,2,106,12,,471.25,Paga
346,2023-01-23,2,110,17,,1826.74,PAGO
347,2023-01-23,10,147,2,,6097.45,Paga
348,2023-01-23,3,113,5,,722.04,PAGO
349,2023-01-23,3,112,2,,4735.83,PAGO
350,2023-01-23,7,133,10,,826.18,Paga
351,2023-01-23,3,111,1,,7249.21,Pago
352,2023-01-23,10,148,16,,4195.32,Paga
353,2023-01-23,9,141,8,,3411.98,Paga
354,2023-01-23,4,120,14,,3637.88,Paga
355,2023-01-23,8,136,8,,2343.53,Pago
356,2023-01-23,9,143,7,,2473.37,PAGO
357,2023-01-23,1,102,12,,8593.02,PAGO
358,2023-01-23,1,102,19,,11415.32,PAGO
359,2023-01-23,10,148,2,,9297.78,Pago
360,2023-01-24,7,132,20,,1235.61,Paga
361,2023-01-24,10,150,15,,8192.11,Pago
362,2023-01-24,10,148,10,,18903.68,Pago
363,2023-01-24,6,128,14,,16975.3,Pago
364,2023-01-24,9,141,4,,2939.25,Pago
365,2023-01-24,5,123,7,,2750.1,PAGO
366,2023-01-24,4,120,17,,1232.74,PAGO
367,2023-01-24,2,109,10,,3479.07,PAGO
368,2023-01-24,7,135,17,,7858.48,Paga
369,2023-01-24,10,150,20,,4507.75,Pago
370,2023-01-24,10,149,16,,19433.53,PAGO
371,2023-01-24,8,137,10,,5918.32,Pago
372,2023-01-24,4,116,4,,737.37,Paga
373,2023-01-24,4,120,2,,4995.95,Paga
374,2023-01-24,6,128,7,,13604.16,PAGO
375,2023-01-24,1,102,3,,10760.07,Paga
376,2023-01-24,5,123,1,,2674.75,Paga
377,2023-01-25,6,128,20,,11960.49,PAGO
378,2023-01-25,1,102,16,,8776.06,Paga
379,2023-01-25,8,136,5,,2472.39,Paga
380,2023-01-25,8,140,14,,1823.08,Paga
381,2023-01-25,1,105,11,,2398.03,PAGO
382,2023-01-25,9,145,11,,629.95,PAGO
383,2023-01-25,6,126,1,,339.67,Paga
384,2023-01-25,6,129,19,,6572.32,Pago
385,2023-01-25,10,149,10,,12122.34,Pago
386,2023-01-25,6,126,16,,102.31,Pago
387,2023-01-25,4,118,7,,2020.15,Paga
388,2023-01-25,9,143,2,,1272.53,Paga
389,2023-01-25,4,116,16,,1941.96,Pago
390,2023-01-25,9,142,17,,4975.53,Paga
391,2023-01-25,5,123,17,,1330.19,Pago
392,2023-01-25,3,112,13,,11557.13,Paga
393,2023-01-25,9,141,20,,2506.16,Pago
394,2023-01-26,6,129,17,,8279.71,Pago
395,2023-01-26,5,121,7,,1697.36,Paga
396,2023-01-26,6,127,18,,4577.64,Paga
397,2023-01-26,6,129,5,,6862.31,Paga
398,2023-01-26,3,113,18,,225.91,PAGO
399,2023-01-26,9,141,18,,2809.87,Paga
400,2023-01-26,6,128,10,,9415.57,PAGO
401,2023-01-26,10,147,20,,4127.11,Paga
402,2023-01-26,6,130,1,,1109.84,Pago
403,2023-01-26,8,136,3,,907.19,Pago
404,2023-01-26,7,134,19,,775.86,PAGO
405,2023-01-26,8,140,7,,904.56,Paga
406,2023-01-26,9,141,19,,3960.52,Paga
407,2023-01-26,3,111,15,,6615.1,PAGO
408,2023-01-26,2,109,15,,1948.45,PAGO
409,2023-01-26,8,137,20,,6237.24,Pago
410,2023-01-26,5,123,11,,2250.68,PAGO
411,2023-01-27,8,139,4,,454.48,Paga
412,2023-01-27,6,129,10,,5498.07,Pago
413,2023-01-27,6,130,4,,1319.49,PAGO
414,2023-01-27,7,131,3,,4921.63,PAGO
415,2023-01-27,5,125,14,,31914.62,PAGO
416,2023-01-27,4,120,16,,1974.76,Pago
417,2023-01-27,7,131,19,,5077.5,PAGO
418,2023-01-27,7,134,18,,1591.14,Paga
419,2023-01-27,4,117,19,,5806.98,Pago
420,2023-01-27,8,136,11,,2317.27,Paga
421,2023-01-27,9,141,10,,3733.03,Pago
422,2023-01-27,7,131,20,,7781.72,PAGO
423,2023-01-27,7,133,2,,1140.3,PAGO
424,2023-01-27,2,107,1,,10078.85,PAGO
425,2023-01-27,3,112,13,,8162.18,Paga
426,2023-01-27,10,150,11,,5300.86,Pago
427,2023-01-27,5,125,10,,36915.2,PAGO
428,2023-01-27,7,133,1,,1983.49,PAGO
429,2023-01-27,10,150,10,,4935.68,Pago
430,2023-01-27,1,103,1,,3351.61,Pago
431,2023-01-27,9,143,1,,1096.19,Paga
432,2023-01-28,7,135,13,,4457.01,Paga
433,2023-01-28,7,134,6,,1313.9,Pago
434,2023-01-28,8,137,12,,2441.13,Paga
435,2023-01-28,7,132,5,,1578.87,PAGO
436,2023-01-29,1,101,16,,1472.58,Pago
437,2023-01-29,7,132,14,,1028.59,PAGO
438,2023-01-29,8,140,6,,1881.53,PAGO
439,2023-01-29,8,140,13,,1021.01,Paga
440,2023-01-30,4,117,19,,4261.02,Pago
441,2023-01-30,8,137,14,,5060.65,Paga
442,2023-01-30,9,145,19,,1187.15,Pago
443,2023-01-30,8,138,3,,1452.66,Paga
444,2023-01-30,3,115,15,,492.61,Paga
445,2023-01-30,9,141,3,,3285.04,PAGO
446,2023-01-30,4,119,3,,4153.31,PAGO
447,2023-01-30,9,145,11,,1100.0,Pago
448,2023-01-30,9,141,16,,3203.3,PAGO
449,2023-01-30,10,148,10,,10736.26,Paga
450,2023-01-30,3,111,10,,5743.38,PAGO
451,2023-01-30,10,148,19,,4982.68,Paga
452,2023-01-30,3,115,20,,73.23,Paga
453,2023-01-30,1,103,17,,2727.14,Pago
454,2023-01-30,2,108,9,,8171.15,PAGO
455,2023-01-30,5,123,20,,852.55,Pago
456,2023-01-30,3,115,15,,382.54,PAGO
457,2023-01-30,6,127,8,,4783.76,PAGO
458,2023-01-30,8,137,11,,5496.86,Pago
459,2023-01-30,2,107,16,,7753.21,Pago
460,2023-01-30,7,134,6,,899.69,Paga
461,2023-01-31,10,148,4,,4869.21,Paga
462,2023-01-31,1,102,10,,9856.06,Paga
463,2023-01-31,8,140,13,,697.22,PAGO
464,2023-01-31,8,138,1,,1580.6,Paga
465,2023-01-31,5,124,17,,873.01,Paga
466,2023-01-31,1,101,12,,1876.57,PAGO
467,2023-01-31,7,135,11,,8385.32,Paga
468,2023-01-31,5,123,19,,3768.57,Paga
469,2023-01-31,7,134,8,,2023.62,PAGO
470,2023-01-31,10,147,6,,7439.55,PAGO
471,2023-01-31,6,130,3,,416.92,Pago
472,2023-01-31,1,104,15,,123.27,Pago
473,2023-01-31,6,127,7,,-6175.75,Paga
474,2023-01-31,1,101,20,,1429.1,Pago
475,2023-01-31,4,120,4,,3552.33,PAGO
476,2023-01-31,2,110,19,,498.79,PAGO
477,2023-01-31,3,111,10,,5747.84,Paga
478,2023-01-31,8,136,14,,2452.46,Paga
479,2023-01-31,6,128,9,,9619.66,Pago
480,2023-02-01,7,134,9,,1098.57,Pago
481,2023-02-01,5,122,7,,1457.38,Paga
482,2023-02-01,10,149,4,,11925.73,Paga
483,2023-02-01,3,115,20,,395.92,Pago
484,2023-02-01,2,109,2,,3446.98,Pago
485,2023-02-01,2,106,15,,1157.02,Paga
486,2023-02-01,1,104,1,,161.64,PAGO
487,2023-02-01,1,104,11,,249.83,PAGO
488,2023-02-01,7,135,16,,1527.78,PAGO
489,2023-02-01,8,139,3,,1127.04,PAGO
490,2023-02-01,9,142,16,,4508.27,PAGO
491,2023-02-01,2,110,11,,1431.2,Paga
492,2023-02-01,5,124,3,,382.79,PAGO
493,2023-02-01,6,130,3,,1765.35,Paga
494,2023-02-01,8,138,18,,3591.17,Pago
495,2023-02-01,1,104,13,,545.55,Paga
496,2023-02-02,6,129,15,,3051.61,PAGO
497,2023-02-02,4,117,19,,1732.04,Pago
498,2023-02-02,4,119,10,,2943.84,PAGO
499,2023-02-02,8,140,1,,1940.42,Paga
500,2023-02-02,1,103,2,,2084.08,PAGO
501,2023-02-02,7,131,17,,3722.62,PAGO
502,2023-02-02,8,140,8,,553.22,PAGO
503,2023-02-02,2,106,1,,1403.19,Paga
504,2023-02-02,8,140,5,,377.86,PAGO
505,2023-02-02,1,102,4,,10530.65,Paga
506,2023-02-02,8,140,3,,590.17,PAGO
507,2023-02-02,2,106,8,,1045.72,PAGO
508,2023-02-02,2,107,13,,5975.22,PAGO
509,2023-02-02,6,126,18,,341.79,PAGO
510,2023-02-02,3,113,2,,1020.07,Pago
511,2023-02-02,10,147,9,,5687.29,Pago
512,2023-02-02,3,114,18,,2760.38,Paga
513,2023-02-03,8,137,5,,6128.38,Pago
514,2023-02-03,2,110,1,,1065.1,Pago
515,2023-02-03,8,136,3,,618.41,Pago
516,2023-02-03,10,148,5,,10659.56,Paga
517,2023-02-03,4,117,15,,5658.87,PAGO
518,2023-02-03,7,132,2,,3332.84,PAGO
519,2023-02-03,10,147,3,,9313.39,PAGO
520,2023-02-03,5,123,8,,2349.51,PAGO
521,2023-02-03,4,116,20,,3950.43,Pago
522,2023-02-03,6,130,7,,1212.07,Paga
523,2023-02-03,5,121,16,,968.07,Pago
524,2023-02-03,8,137,2,,2298.8,Pago
525,2023-02-03,6,128,11,,10095.9,Paga
526,2023-02-03,10,149,2,,8952.98,PAGO
527,2023-02-03,9,142,16,,4895.11,Pago
528,2023-02-03,9,141,15,,2606.29,Pago
529,2023-02-03,10,150,11,,4270.76,Pago
530,2023-02-03,4,116,8,,1506.69,Pago
531,2023-02-04,7,132,3,,1813.94,Pago
532,2023-02-04,8,140,5,,1123.49,Paga
533,2023-02-04,4,120,12,,2819.96,Paga
534,2023-02-04,3,114,12,,6898.66,PAGO
535,2023-02-04,5,122,19,,1206.14,Pago
536,2023-02-04,1,103,15,,2204.75,Paga
537,2023-02-04,7,132,10,,2852.92,Pago
538,2023-02-04,10,147,20,,10000.7,PAGO
539,2023-02-05,5,125,19,,38583.67,Pago
540,2023-02-05,2,109,7,,3970.8,Paga
541,2023-02-05,10,149,1,,26413.76,Paga
542,2023-02-05,7,132,19,,1469.14,Paga
543,2023-02-05,4,120,1,,4785.01,PAGO
544,2023-02-06,1,104,2,,600.11,PAGO
545,2023-02-06,7,135,4,,4457.4,PAGO
546,2023-02-06,8,139,1,,832.92,PAGO
547,2023-02-06,7,132,8,,1158.32,Paga
548,2023-02-06,2,106,6,,1019.67,Paga
549,2023-02-06,8,140,15,,1570.39,Pago
550,2023-02-06,8,137,6,,5871.0,Paga
551,2023-02-06,6,129,3,,7075.36,Pago
