id_orcamento,ano,mes,id_centro_custo,id_categoria,valor_orcado
193,2023,4,9,143,22011.59
194,2023,4,9,144,7318.28
195,2023,4,9,145,16850.4
196,2023,4,10,146,202867.99
197,2023,4,10,147,74462.73
198,2023,4,10,148,113485.12
199,2023,4,10,149,187360.56
200,2023,4,10,150,58653.59
201,2023,5,1,101,15809.54
202,2023,5,1,102,10435.49
203,2023,5,1,103,3015.51
204,2023,5,1,104,5195.56
205,2023,5,1,105,33355.24
206,2023,5,2,106,14574.3
207,2023,5,2,107,112760.94
208,2023,5,2,108,216907.16
209,2023,5,2,109,42513.31
210,2023,5,2,110,15151.7
211,2023,5,3,111,45047.77
212,2023,5,3,112,92999.77
213,2023,5,3,113,7488.83
214,2023,5,3,114,58738.5
215,2023,5,3,115,2068.7
216,2023,5,4,116,2215.83
217,2023,5,4,117,49848.97
218,2023,5,4,118,23511.91
219,2023,5,4,119,29485.32
220,2023,5,4,120,22796.88
221,2023,5,5,121,16001.39
222,2023,5,5,122,18171.44
223,2023,5,5,123,25707.88
224,2023,5,5,124,8392.37
225,2023,5,5,125,32545.98
226,2023,5,6,126,2006.91
227,2023,5,6,127,5883.58
228,2023,5,6,128,159864.57
229,2023,5,6,129,61739.22
230,2023,5,6,130,8784.97
231,2023,5,7,131,79158.49
232,2023,5,7,132,2165.93
233,2023,5,7,133,8174.05
234,2023,5,7,134,16529.79
235,2023,5,7,135,64706.15
236,2023,5,8,136,18882.26
237,2023,5,8,137,46740.18
238,2023,5,8,138,29964.32
239,2023,5,8,139,17933.82
240,2023,5,8,140,11081.64
242,2023,5,9,142,5751.54
243,2023,5,9,143,21614.34
244,2023,5,9,144,8418.16
245,2023,5,9,145,18726.71
246,2023,5,10,146,177638.6
247,2023,5,10,147,74719.84
248,2023,5,10,148,170168.49
249,2023,5,10,149,154852.44
250,2023,5,10,150,57091.41
251,2023,6,1,101,15447.05
252,2023,6,1,102,10500.47
253,2023,6,1,103,2772.12
254,2023,6,1,104,4011.17
255,2023,6,1,105,30057.36
256,2023,6,2,106,13478.95
257,2023,6,2,107,69619.07
258,2023,6,2,108,160082.01
259,2023,6,2,109,29090.56
260,2023,6,2,110,15034.87
261,2023,6,3,111,39088.67
262,2023,6,3,112,100205.62
263,2023,6,3,113,7229.52
264,2023,6,3,114,55420.19
265,2023,6,3,115,3141.86
266,2023,6,4,116,2260.64
267,2023,6,4,117,54532.97
268,2023,6,4,118,18154.06
269,2023,6,4,119,42994.75
270,2023,6,4,120,37753.27
271,2023,6,5,121,15114.26
272,2023,6,5,122,15828.23
273,2023,6,5,123,29094.25
274,2023,6,5,124,15857.23
275,2023,6,5,125,32881.76
276,2023,6,6,126,2052.16
277,2023,6,6,127,5650.38
278,2023,6,6,128,150523.74
279,2023,6,6,129,66651.43
280,2023,6,6,130,17042.06
281,2023,6,7,131,77918.32
282,2023,6,7,132,2259.16
283,2023,6,7,133,9953.96
284,2023,6,7,134,18763.96
285,2023,6,7,135,52659.98
286,2023,6,8,136,21577.72
287,2023,6,8,137,38599.1
288,2023,6,8,138,30534.8
289,2023,6,8,139,16491.7
290,2023,6,8,140,12167.68
291,2023,6,9,141,3568.77
292,2023,6,9,142,5771.29
293,2023,6,9,143,27026.19
294,2023,6,9,144,6957.51
295,2023,6,9,145,15671.71
296,2023,6,10,146,129971.36
297,2023,6,10,147,75689.6
298,2023,6,10,148,167838.52
299,2023,6,10,149,174306.41
300,2023,6,10,150,77936.72
301,2023,7,1,101,10974.71
302,2023,7,1,102,10997.43
303,2023,7,1,103,2869.34
304,2023,7,1,104,5454.12
305,2023,7,1,105,39962.75
306,2023,7,2,106,11540.0
307,2023,7,2,107,59647.42
308,2023,7,2,108,142772.52
309,2023,7,2,109,34306.29
310,2023,7,2,110,14540.28
311,2023,7,3,111,35959.39
312,2023,7,3,112,122086.02
313,2023,7,3,113,5580.25
314,2023,7,3,114,60615.11
315,2023,7,3,115,2895.25
316,2023,7,4,116,2232.71
317,2023,7,4,117,44888.93
318,2023,7,4,118,25588.55
319,2023,7,4,119,35954.1
320,2023,7,4,120,37642.58
321,2023,7,5,121,17077.27
322,2023,7,5,122,16893.42
323,2023,7,5,123,27281.88
325,2023,7,5,125,35224.6
326,2023,7,6,126,2384.95
327,2023,7,6,127,5742.45
328,2023,7,6,128,126748.52
329,2023,7,6,129,58733.64
330,2023,7,6,130,15257.35
331,2023,7,7,131,96043.81
332,2023,7,7,132,2327.31
333,2023,7,7,133,15202.0
334,2023,7,7,134,14737.41
335,2023,7,7,135,77075.79
336,2023,7,8,136,31387.08
337,2023,7,8,137,43886.82
338,2023,7,8,138,31468.97
339,2023,7,8,139,15269.8
340,2023,7,8,140,12318.37
341,2023,7,9,141,3258.13
342,2023,7,9,142,6072.81
343,2023,7,9,143,16158.87
344,2023,7,9,144,7799.07
346,2023,7,10,146,131659.07
347,2023,7,10,147,61751.17
348,2023,7,10,148,165667.92
349,2023,7,10,149,191765.94
350,2023,7,10,150,48638.73
351,2023,8,1,101,12966.3
352,2023,8,1,102,10443.38
353,2023,8,1,103,2985.25
354,2023,8,1,104,4943.46
355,2023,8,1,105,28183.04
356,2023,8,2,106,10300.01
357,2023,8,2,107,121045.72
358,2023,8,2,108,186383.6
359,2023,8,2,109,35188.82
360,2023,8,2,110,14094.74
361,2023,8,3,111,49457.16
362,2023,8,3,112,87642.67
363,2023,8,3,113,4831.02
364,2023,8,3,114,49581.41
365,2023,8,3,115,2477.99
366,2023,8,4,116,2219.61
367,2023,8,4,117,43038.92
368,2023,8,4,118,24976.31
369,2023,8,4,119,31198.53
370,2023,8,4,120,31207.28
371,2023,8,5,121,19283.15
372,2023,8,5,122,16908.83
373,2023,8,5,123,28495.66
374,2023,8,5,124,10928.07
375,2023,8,5,125,34476.97
376,2023,8,6,126,1777.34
377,2023,8,6,127,5678.85
378,2023,8,6,128,135922.28
379,2023,8,6,129,52794.26
380,2023,8,6,130,14958.49
382,2023,8,7,132,2222.87
383,2023,8,7,133,9714.44
384,2023,8,7,134,15596.34
385,2023,8,7,135,54761.14
386,2023,8,8,136,14554.86
387,2023,8,8,137,49323.01
388,2023,8,8,138,30214.39
389,2023,8,8,139,13538.21
390,2023,8,8,140,15446.41
391,2023,8,9,141,3445.13
392,2023,8,9,142,6082.3
393,2023,8,9,143,21584.0
394,2023,8,9,144,7815.92
395,2023,8,9,145,17088.9
396,2023,8,10,146,217685.14
397,2023,8,10,147,65892.03
398,2023,8,10,148,132208.21
399,2023,8,10,149,202042.06
400,2023,8,10,150,53006.99
401,2023,9,1,101,10713.57
402,2023,9,1,102,10030.66
403,2023,9,1,103,2809.16
404,2023,9,1,104,3910.02
405,2023,9,1,105,36616.49
406,2023,9,2,106,7487.24
407,2023,9,2,107,69750.33
408,2023,9,2,108,140065.15
409,2023,9,2,109,26382.98
410,2023,9,2,110,13619.47
411,2023,9,3,111,39880.2
413,2023,9,3,113,5032.34
414,2023,9,3,114,40647.06
415,2023,9,3,115,2324.59
416,2023,9,4,116,2257.56
417,2023,9,4,117,47365.37
418,2023,9,4,118,14256.15
419,2023,9,4,119,44392.62
420,2023,9,4,120,33501.97
421,2023,9,5,121,11681.16
422,2023,9,5,122,20101.72
423,2023,9,5,123,25449.85
425,2023,9,5,125,33508.39
426,2023,9,6,126,1508.81
427,2023,9,6,127,5562.71
428,2023,9,6,128,153071.17
429,2023,9,6,129,78308.44
430,2023,9,6,130,9209.79
431,2023,9,7,131,84612.24
432,2023,9,7,132,2316.16
433,2023,9,7,133,14945.36
434,2023,9,7,134,18772.2
435,2023,9,7,135,66901.59
436,2023,9,8,136,14848.07
437,2023,9,8,137,34626.36
438,2023,9,8,138,29212.85
439,2023,9,8,139,12198.71
441,2023,9,9,141,3414.8
442,2023,9,9,142,6068.73
443,2023,9,9,143,26291.2
444,2023,9,9,144,7057.4
445,2023,9,9,145,10108.15
446,2023,9,10,146,175696.45
447,2023,9,10,147,66297.72
448,2023,9,10,148,119302.85
449,2023,9,10,149,158583.29
450,2023,9,10,150,54018.26
451,2023,10,1,101,15812.53
452,2023,10,1,102,10094.51
453,2023,10,1,103,2828.14
454,2023,10,1,104,5574.6
455,2023,10,1,105,29960.22
456,2023,10,2,106,12151.6
457,2023,10,2,107,69784.38
458,2023,10,2,108,124807.75
459,2023,10,2,109,34150.47
460,2023,10,2,110,16957.56
461,2023,10,3,111,46810.07
462,2023,10,3,112,74882.13
463,2023,10,3,113,8234.45
464,2023,10,3,114,37896.71
465,2023,10,3,115,2592.51
466,2023,10,4,116,2339.99
467,2023,10,4,117,50898.02
468,2023,10,4,118,18378.88
469,2023,10,4,119,46623.62
470,2023,10,4,120,29475.25
471,2023,10,5,121,13923.0
472,2023,10,5,122,18404.47
473,2023,10,5,123,28423.78
474,2023,10,5,124,12108.52
475,2023,10,5,125,35699.43
476,2023,10,6,126,1613.57
477,2023,10,6,127,6031.45
478,2023,10,6,128,133506.08
479,2023,10,6,129,74076.22
480,2023,10,6,130,11628.93
481,2023,10,7,131,70316.77
482,2023,10,7,132,2344.64
483,2023,10,7,133,13807.44
484,2023,10,7,134,13975.97
485,2023,10,7,135,43432.84
486,2023,10,8,136,25263.26
487,2023,10,8,137,57483.69
488,2023,10,8,138,30670.89
489,2023,10,8,139,17032.11
490,2023,10,8,140,12984.28
491,2023,10,9,141,3275.75
492,2023,10,9,142,6230.1
493,2023,10,9,143,25295.69
494,2023,10,9,144,5865.49
495,2023,10,9,145,15800.93
496,2023,10,10,146,149108.8
497,2023,10,10,147,58956.16
498,2023,10,10,148,101653.55
499,2023,10,10,149,169018.22
500,2023,10,10,150,57662.37
501,2023,11,1,101,13326.82
502,2023,11,1,102,10554.15
503,2023,11,1,103,2879.29
504,2023,11,1,104,4944.25
505,2023,11,1,105,33603.65
506,2023,11,2,106,12968.8
507,2023,11,2,107,80002.01
508,2023,11,2,108,216545.87
509,2023,11,2,109,44241.45
510,2023,11,2,110,13432.94
511,2023,11,3,111,40584.86
512,2023,11,3,112,64301.09
513,2023,11,3,113,8220.08
514,2023,11,3,114,53578.48
515,2023,11,3,115,2993.12
516,2023,11,4,116,2221.36
517,2023,11,4,117,54022.37
518,2023,11,4,118,25601.4
519,2023,11,4,119,36647.22
520,2023,11,4,120,35618.43
521,2023,11,5,121,13544.92
522,2023,11,5,122,15936.32
523,2023,11,5,123,27638.44
525,2023,11,5,125,48956.48
526,2023,11,6,126,2107.46
527,2023,11,6,127,6039.02
528,2023,11,6,128,114866.49
529,2023,11,6,129,73985.5
530,2023,11,6,130,10906.62
531,2023,11,7,131,45623.4
532,2023,11,7,132,2228.76
533,2023,11,7,133,12985.52
534,2023,11,7,134,17532.95
535,2023,11,7,135,57737.9
536,2023,11,8,136,20748.62
537,2023,11,8,137,46695.63
538,2023,11,8,138,29335.33
539,2023,11,8,139,15941.59
540,2023,11,8,140,14418.82
541,2023,11,9,141,3527.17
542,2023,11,9,142,6266.74
543,2023,11,9,143,19464.1
544,2023,11,9,144,6083.22
545,2023,11,9,145,17342.44
546,2023,11,10,146,203022.46
547,2023,11,10,147,87075.39
548,2023,11,10,148,92449.81
549,2023,11,10,149,157835.44
550,2023,11,10,150,70532.9
551,2023,12,1,101,9734.9
552,2023,12,1,102,10718.87
553,2023,12,1,103,2961.52
554,2023,12,1,104,4228.77
555,2023,12,1,105,32964.93
556,2023,12,2,106,14467.7
557,2023,12,2,107,107036.93
558,2023,12,2,108,212872.7
559,2023,12,2,109,30167.68
560,2023,12,2,110,14627.92
561,2023,12,3,111,61063.39
562,2023,12,3,112,99772.33
563,2023,12,3,113,6266.99
564,2023,12,3,114,54627.63
565,2023,12,3,115,3379.85
566,2023,12,4,116,2331.14
567,2023,12,4,117,46733.21
568,2023,12,4,118,24835.57
569,2023,12,4,119,40039.73
570,2023,12,4,120,33071.34
571,2023,12,5,121,19678.87
572,2023,12,5,122,16798.77
573,2023,12,5,123,21462.52
574,2023,12,5,124,9875.2
575,2023,12,5,125,52252.02
576,2023,12,6,126,2635.82
577,2023,12,6,127,5703.8
578,2023,12,6,128,123069.61
579,2023,12,6,129,44559.49
580,2023,12,6,130,12454.32
581,2023,12,7,131,71878.37
582,2023,12,7,132,2274.2
583,2023,12,7,133,13578.52
584,2023,12,7,134,14050.71
585,2023,12,7,135,66957.86
586,2023,12,8,136,17510.46
587,2023,12,8,137,48305.57
588,2023,12,8,138,31514.63
589,2023,12,8,139,15220.55
590,2023,12,8,140,12863.3
591,2023,12,9,141,3435.34
592,2023,12,9,142,6068.1
593,2023,12,9,143,25013.15
594,2023,12,9,144,9368.72
595,2023,12,9,145,17260.6
596,2023,12,10,146,170966.16
597,2023,12,10,147,65453.82
598,2023,12,10,148,84385.75
599,2023,12,10,149,193616.29
600,2023,12,10,150,56635.49
601,2024,1,1,101,13177.42
602,2024,1,1,102,10299.23
603,2024,1,1,103,2977.78
604,2024,1,1,104,4513.18
605,2024,1,1,105,31578.05
606,2024,1,2,106,12825.29
607,2024,1,2,107,62600.27
608,2024,1,2,108,196457.56
609,2024,1,2,109,31408.94
611,2024,1,3,111,45090.48
612,2024,1,3,112,84178.58
613,2024,1,3,113,4869.44
614,2024,1,3,114,57970.19
615,2024,1,3,115,3982.55
616,2024,1,4,116,2163.39
617,2024,1,4,117,39920.51
618,2024,1,4,118,21146.66
619,2024,1,4,119,41189.51
620,2024,1,4,120,38724.03
621,2024,1,5,121,18555.74
622,2024,1,5,122,15115.38
623,2024,1,5,123,31331.25
624,2024,1,5,124,10266.2
625,2024,1,5,125,33633.61
626,2024,1,6,126,1960.51
627,2024,1,6,127,5872.14
628,2024,1,6,128,189068.52
629,2024,1,6,129,63338.08
630,2024,1,6,130,13031.56
631,2024,1,7,131,62130.67
632,2024,1,7,132,2265.79
633,2024,1,7,133,11287.35
634,2024,1,7,134,14221.24
635,2024,1,7,135,59026.48
636,2024,1,8,136,22430.53
637,2024,1,8,137,38030.53
638,2024,1,8,138,36523.85
639,2024,1,8,139,15964.28
640,2024,1,8,140,13687.93
641,2024,1,9,141,3545.08
642,2024,1,9,142,6080.13
643,2024,1,9,143,29335.58
644,2024,1,9,144,6906.83
645,2024,1,9,145,21144.98
646,2024,1,10,146,184599.68
647,2024,1,10,147,105368.13
648,2024,1,10,148,109645.14
649,2024,1,10,149,214059.4
650,2024,1,10,150,70760.52
651,2024,2,1,101,11336.95
652,2024,2,1,102,10162.49
653,2024,2,1,103,2820.75
654,2024,2,1,104,5542.81
655,2024,2,1,105,30769.54
656,2024,2,2,106,14824.14
657,2024,2,2,107,60781.52
658,2024,2,2,108,111223.44
659,2024,2,2,109,22047.07
660,2024,2,2,110,15873.97
661,2024,2,3,111,36775.67
662,2024,2,3,112,61613.18
663,2024,2,3,113,6524.17
664,2024,2,3,114,55896.43
665,2024,2,3,115,3176.04
666,2024,2,4,116,2197.11
667,2024,2,4,117,45764.25
668,2024,2,4,118,22097.11
669,2024,2,4,119,39861.84
670,2024,2,4,120,30535.72
671,2024,2,5,121,12756.85
672,2024,2,5,122,13769.4
673,2024,2,5,123,28518.81
674,2024,2,5,124,8555.11
675,2024,2,5,125,32877.78
676,2024,2,6,126,1643.34
678,2024,2,6,128,134987.43
679,2024,2,6,129,66572.6
680,2024,2,6,130,13491.59
681,2024,2,7,131,60146.25
682,2024,2,7,132,2163.71
683,2024,2,7,133,12061.43
684,2024,2,7,134,11398.83
685,2024,2,7,135,73985.35
686,2024,2,8,136,24791.28
687,2024,2,8,137,57428.89
688,2024,2,8,138,36456.93
689,2024,2,8,139,13756.03
690,2024,2,8,140,12431.02
691,2024,2,9,141,66447.49
692,2024,2,9,142,115531.23
693,2024,2,9,143,24874.62
694,2024,2,9,144,7352.82
695,2024,2,9,145,15426.75
696,2024,2,10,146,144365.99
697,2024,2,10,147,98935.27
698,2024,2,10,148,91065.38
699,2024,2,10,149,225767.19
700,2024,2,10,150,64659.91
701,2024,3,1,101,13010.42
702,2024,3,1,102,10503.9
703,2024,3,1,103,2974.34
704,2024,3,1,104,4237.38
705,2024,3,1,105,26525.51
706,2024,3,2,106,10542.06
707,2024,3,2,107,66114.46
708,2024,3,2,108,181373.11
709,2024,3,2,109,33012.6
710,2024,3,2,110,17084.29
711,2024,3,3,111,37268.28
712,2024,3,3,112,101914.62
713,2024,3,3,113,6690.31
714,2024,3,3,114,67659.24
715,2024,3,3,115,2532.12
716,2024,3,4,116,2193.72
717,2024,3,4,117,68220.58
718,2024,3,4,118,21895.43
719,2024,3,4,119,41427.34
720,2024,3,4,120,29630.18
721,2024,3,5,121,16593.19
722,2024,3,5,122,18290.6
723,2024,3,5,123,39830.9
724,2024,3,5,124,13532.68
725,2024,3,5,125,34464.3
726,2024,3,6,126,2310.77
727,2024,3,6,127,5709.36
728,2024,3,6,128,115205.64
729,2024,3,6,129,50615.68
730,2024,3,6,130,14104.31
731,2024,3,7,131,64221.44
732,2024,3,7,132,2197.57
733,2024,3,7,133,12560.12
734,2024,3,7,134,12593.71
735,2024,3,7,135,58900.84
736,2024,3,8,136,24818.43
737,2024,3,8,137,57469.38
738,2024,3,8,138,27197.4
739,2024,3,8,139,12513.69
740,2024,3,8,140,14716.1
741,2024,3,9,141,3269.09
742,2024,3,9,142,6236.85
743,2024,3,9,143,26961.5
744,2024,3,9,144,7358.01
745,2024,3,9,145,11289.82
746,2024,3,10,146,177432.68
747,2024,3,10,147,75149.27
748,2024,3,10,148,103890.87
749,2024,3,10,149,212116.07
750,2024,3,10,150,74207.91
751,2024,4,1,101,13220.33
752,2024,4,1,102,10148.9
753,2024,4,1,103,2894.78
754,2024,4,1,104,3804.42
755,2024,4,1,105,30872.79
756,2024,4,2,106,10291.42
757,2024,4,2,107,86962.55
758,2024,4,2,108,110805.33
759,2024,4,2,109,17637.77
760,2024,4,2,110,13799.34
761,2024,4,3,111,53233.42
762,2024,4,3,112,76070.32
763,2024,4,3,113,9264.87
764,2024,4,3,114,35863.2
765,2024,4,3,115,3523.86
767,2024,4,4,117,62952.83
768,2024,4,4,118,23850.24
769,2024,4,4,119,27641.05
770,2024,4,4,120,34569.86
771,2024,4,5,121,15626.75
772,2024,4,5,122,18599.21
773,2024,4,5,123,21360.08
774,2024,4,5,124,11284.38
775,2024,4,5,125,698630.12
776,2024,4,6,126,1333.68
777,2024,4,6,127,5769.83
778,2024,4,6,128,160671.5
779,2024,4,6,129,54223.31
780,2024,4,6,130,15614.84
781,2024,4,7,131,64217.89
782,2024,4,7,132,2309.03
783,2024,4,7,133,7870.53
784,2024,4,7,134,12900.81
785,2024,4,7,135,45958.95
786,2024,4,8,136,16682.18
787,2024,4,8,137,35189.24
788,2024,4,8,138,27299.17
789,2024,4,8,139,12707.61
790,2024,4,8,140,15251.21
791,2024,4,9,141,3373.74
792,2024,4,9,142,5923.15
793,2024,4,9,143,17412.92
794,2024,4,9,144,5843.86
795,2024,4,9,145,13572.61
796,2024,4,10,146,113495.11
797,2024,4,10,147,86193.94
798,2024,4,10,148,134409.51
799,2024,4,10,149,262468.76
800,2024,4,10,150,46333.08
801,2024,5,1,101,10418.75
802,2024,5,1,102,10968.73
803,2024,5,1,103,2941.11
804,2024,5,1,104,4147.36
805,2024,5,1,105,34695.09
806,2024,5,2,106,11779.3
807,2024,5,2,107,117826.52
808,2024,5,2,108,230324.73
809,2024,5,2,109,40489.7
810,2024,5,2,110,15582.99
811,2024,5,3,111,43061.81
812,2024,5,3,112,113004.01
813,2024,5,3,113,8349.84
814,2024,5,3,114,64597.42
815,2024,5,3,115,3290.27
816,2024,5,4,116,2342.53
817,2024,5,4,117,44332.37
818,2024,5,4,118,22861.69
819,2024,5,4,119,34341.56
820,2024,5,4,120,33025.88
822,2024,5,5,122,17012.37
823,2024,5,5,123,28196.76
824,2024,5,5,124,12896.14
825,2024,5,5,125,33621.14
826,2024,5,6,126,1482.53
827,2024,5,6,127,5563.84
828,2024,5,6,128,104690.61
829,2024,5,6,129,51592.66
830,2024,5,6,130,13191.48
831,2024,5,7,131,72091.29
832,2024,5,7,132,2332.57
833,2024,5,7,133,11335.63
834,2024,5,7,134,11627.56
835,2024,5,7,135,67093.24
836,2024,5,8,136,17957.71
837,2024,5,8,137,32988.73
838,2024,5,8,138,27954.18
840,2024,5,8,140,11426.77
841,2024,5,9,141,65708.96
842,2024,5,9,142,5937.44
843,2024,5,9,143,22924.34
844,2024,5,9,144,7850.11
845,2024,5,9,145,14377.78
846,2024,5,10,146,187172.35
847,2024,5,10,147,71932.18
848,2024,5,10,148,88134.28
849,2024,5,10,149,182495.66
851,2024,6,1,101,11765.89
852,2024,6,1,102,10645.26
853,2024,6,1,103,2902.6
854,2024,6,1,104,3423.85
855,2024,6,1,105,23405.6
857,2024,6,2,107,70915.56
858,2024,6,2,108,157414.74
859,2024,6,2,109,18111.53
860,2024,6,2,110,11621.41
861,2024,6,3,111,37367.5
862,2024,6,3,112,105567.82
863,2024,6,3,113,6184.25
864,2024,6,3,114,58292.7
865,2024,6,3,115,3247.72
867,2024,6,4,117,51325.72
868,2024,6,4,118,20700.0
869,2024,6,4,119,42734.22
870,2024,6,4,120,30978.66
871,2024,6,5,121,16391.81
872,2024,6,5,122,12089.12
873,2024,6,5,123,19722.05
874,2024,6,5,124,10028.84
875,2024,6,5,125,34788.17
876,2024,6,6,126,1921.28
877,2024,6,6,127,5873.61
878,2024,6,6,128,185616.37
879,2024,6,6,129,85476.99
880,2024,6,6,130,13314.92
881,2024,6,7,131,90533.54
882,2024,6,7,132,2255.23
883,2024,6,7,133,10376.46
884,2024,6,7,134,18656.07
885,2024,6,7,135,50608.37
886,2024,6,8,136,23817.97
887,2024,6,8,137,35563.82
888,2024,6,8,138,34382.87
889,2024,6,8,139,10505.2
890,2024,6,8,140,10158.36
891,2024,6,9,141,61273.38
